"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSDischargeReportCore","EHDSDischargeReportCore","","","",0,*,"","","","null {[]} {[]}
"EHDSDischargeReportCore.header.attestation.datetime","EHDSDischargeReportCore.header.attestation.datetime","","","",1,1,"","","","dateTime {[]} {[]}
","Date and time of the approval of the document by Attester.","Date and time of the approval of the document by Attester.","","","","","","","","","",,,,,"",,,,"EHDSDocument.header.attestation.datetime",1,1,"",""
"EHDSDischargeReportCore.header.legalAuthentication","EHDSDischargeReportCore.header.legalAuthentication","","","",0,1,"","","","Base {[]} {[]}
","Document legal authentication details","Document legal authentication details","","","","","","","","","",,,,,"",,,,"EHDSDocument.header.legalAuthentication",0,1,"",""
"EHDSDischargeReportCore.header.legalAuthentication.legalAuthenticator[x]","EHDSDischargeReportCore.header.legalAuthentication.legalAuthenticator[x]","","","",1,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional {[]} {[]}
http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation {[]} {[]}","The person or organization taking responsibility for the medical content of the document","The person or organization taking responsibility for the medical content of the document","","","","","","","","","",,,,,"",,,,"EHDSDocument.header.legalAuthentication.legalAuthenticator[x]",1,1,"",""
"EHDSDischargeReportCore.header.legalAuthentication.datetime","EHDSDischargeReportCore.header.legalAuthentication.datetime","","","",1,1,"","","","dateTime {[]} {[]}
","Date and time when the document was authorised.","Date and time when the document was authorised.","","","","","","","","","",,,,,"",,,,"EHDSDocument.header.legalAuthentication.datetime",1,1,"",""
"EHDSDischargeReportCore.header.eventType","EHDSDischargeReportCore.header.eventType","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Categorisation of the event covered by the document (e.g. laboratory study types, imaging study types including modality, etc.). Selection of such tags or labels depends on the use case and agreement between data sharing parties. This meta-data element serves primarily for searching and filtering purposes.","Categorisation of the event covered by the document (e.g. laboratory study types, imaging study types including modality, etc.). Selection of such tags or labels depends on the use case and agreement between data sharing parties. This meta-data element serves primarily for searching and filtering purposes.","","","","","","","","","",,"preferred","LOINC, SNOMED CT, dicom-cid-33-Modality","","",,,,"EHDSDocument.header.eventType",0,*,"",""
"EHDSDischargeReportCore.header.serviceSpecialty","EHDSDischargeReportCore.header.serviceSpecialty","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Additional details about where the content was created (e.g. clinical specialty)","Additional details about where the content was created (e.g. clinical specialty)","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSDocument.header.serviceSpecialty",0,*,"",""
"EHDSDischargeReportCore.header.custodian","EHDSDischargeReportCore.header.custodian","","","",0,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation {[]} {[]}
","Organisation that is in charge of maintaining the document/report.","Organisation that is in charge of maintaining the document/report.","","","","","","","","","",,,,,"",,,,"EHDSDocument.header.custodian",0,1,"",""
"EHDSDischargeReportCore.header.confidentiality","EHDSDischargeReportCore.header.confidentiality","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Level of confidentiality of the document. Implicit value is normal.","Level of confidentiality of the document. Implicit value is normal.","","","","","","","","","",,"preferred","hl7:Confidentiality","","",,,,"EHDSDocument.header.confidentiality",0,1,"",""
"EHDSDischargeReportCore.presentedForm","EHDSDischargeReportCore.presentedForm","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAttachment {[]} {[]}
","A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document","A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document","","","","","","","","","",,,,,"",,,,"EHDSDocument.presentedForm",0,*,"",""
"EHDSDischargeReportCore.header.intendedRecipient[x]","EHDSDischargeReportCore.header.intendedRecipient[x]","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPatientCore {[]} {[]}
http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSRelatedPerson {[]} {[]}http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional {[]} {[]}http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation {[]} {[]}http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDevice {[]} {[]}","Intended recipient","Information recipient (intended recipient or recipients of the report, additional recipients might be identified by the ordering party, e.g. GP, other specialist), if applicable","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.header.intendedRecipient[x]",0,*,"",""
"EHDSDischargeReportCore.header.healthInsuranceAndPaymentInformation","EHDSDischargeReportCore.header.healthInsuranceAndPaymentInformation","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSCoverage {[]} {[]}
","Health insurance and payment information","Health insurance and payment information","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.header.healthInsuranceAndPaymentInformation",0,*,"",""
"EHDSDischargeReportCore.body","EHDSDischargeReportCore.body","","","",0,1,"","","","Base {[]} {[]}
","Structured body of the discharge report document","Structured body of the discharge report document","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body",0,1,"",""
"EHDSDischargeReportCore.body.advanceDirectives","EHDSDischargeReportCore.body.advanceDirectives","","","",0,1,"","","","Base {[]} {[]}
","Section: Advance Directives.","Provision for healthcare decisions if, in the future, a person is unable to make those decisions.","","eHN Guideline HDR (v1.1): A.2.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.advanceDirectives",0,1,"",""
"EHDSDischargeReportCore.body.advanceDirectives.narrative","EHDSDischargeReportCore.body.advanceDirectives.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the section","Narrative, potentially formatted, content of the section","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.advanceDirectives.narrative",0,1,"",""
"EHDSDischargeReportCore.body.advanceDirectives.advanceDirective","EHDSDischargeReportCore.body.advanceDirectives.advanceDirective","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAdvanceDirective {[]} {[]}
","Provision for healthcare decisions if, in the future, a person is unable to make those decisions","Provision for healthcare decisions if, in the future, a person is unable to make those decisions","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.advanceDirectives.advanceDirective",0,*,"",""
"EHDSDischargeReportCore.body.alerts","EHDSDischargeReportCore.body.alerts","","","",0,1,"","","","Base {[]} {[]}
","Section: Alerts.","Information about substantial alerts or warnings that health professionals should be aware of.","","eHN Guideline HDR (v1.1): A.2.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.alerts",0,1,"",""
"EHDSDischargeReportCore.body.alerts.description","EHDSDischargeReportCore.body.alerts.description","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the section","Narrative, potentially formatted, content of the section","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.alerts.description",0,1,"",""
"EHDSDischargeReportCore.body.alerts.narrative","EHDSDischargeReportCore.body.alerts.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the section","Narrative, potentially formatted, content of the section","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.alerts.narrative",0,1,"",""
"EHDSDischargeReportCore.body.alerts.medicalAlert","EHDSDischargeReportCore.body.alerts.medicalAlert","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAlert {[]} {[]}
","Description of medical alerts in textual format: any clinical information that is imperative to know so that the life or health of the patient does not come under threat.","Description of medical alerts in textual format: any clinical information that is imperative to know so that the life or health of the patient does not come under threat.","","eHN Guideline HDR (v1.1): A.2.2.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.alerts.medicalAlert",0,*,"",""
"EHDSDischargeReportCore.body.alerts.allergyAndIntolerance","EHDSDischargeReportCore.body.alerts.allergyAndIntolerance","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAllergyIntoleranceCore {[]} {[]}
","Allergy and Intolerance. A record of allergies and intolerances (primarily to be used for new allergies or intolerances that occurred during the encounter).","Allergy and Intolerance. A record of allergies and intolerances (primarily to be used for new allergies or intolerances that occurred during the encounter).","","eHN Guideline HDR (v1.1): A.2.2.1","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.alerts.allergyAndIntolerance",0,*,"",""
"EHDSDischargeReportCore.body.alerts.otherAlert","EHDSDischargeReportCore.body.alerts.otherAlert","","","",0,*,"","","","CodeableConcept {[]} {[]}
","A warning, other than included in allergies.","The warning can be entered in code (there are codes for frequently used alerts) but seeing the dynamic nature of the warnings, these alerts will often be entered as free text","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.alerts.otherAlert",0,*,"",""
"EHDSDischargeReportCore.body.encounterInformation","EHDSDischargeReportCore.body.encounterInformation","","","",1,1,"","","","Base {[]} {[]}
","Section: Encounter information.","Section: Encounter information.","","eHN Guideline HDR (v1.1): A.2.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.encounterInformation",1,1,"",""
"EHDSDischargeReportCore.body.encounterInformation.narrative","EHDSDischargeReportCore.body.encounterInformation.narrative","","","",1,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the section","Narrative, potentially formatted, content of the section","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.encounterInformation.narrative",1,1,"",""
"EHDSDischargeReportCore.body.encounterInformation.encounter","EHDSDischargeReportCore.body.encounterInformation.encounter","","","",0,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSEncounter {[]} {[]}
","Encounter information","Encounter information","","eHN Guideline HDR (v1.1): A.2.3","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.encounterInformation.encounter",0,1,"",""
"EHDSDischargeReportCore.body.encounterInformation.location","EHDSDischargeReportCore.body.encounterInformation.location","","","",0,*,"","","","Base {[]} {[]}
","locations/departments where the patient stayed during the encounter","locations/departments where the patient stayed during the encounter","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.encounterInformation.location",0,*,"",""
"EHDSDischargeReportCore.body.encounterInformation.location.period","EHDSDischargeReportCore.body.encounterInformation.location.period","","","",1,1,"","","","Period {[]} {[]}
","Time period during which the patient was present at the location","Time period during which the patient was present at the location","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.encounterInformation.location.period",1,1,"",""
"EHDSDischargeReportCore.body.encounterInformation.location.organisation","EHDSDischargeReportCore.body.encounterInformation.location.organisation","","","",1,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation {[]} {[]}
","The organisation or part","The organisation or part","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.encounterInformation.location.organisation",1,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter","EHDSDischargeReportCore.body.courseOfEncounter","","","",1,1,"","","","Base {[]} {[]}
","Course of inpatient or outpatient encounter.","Course of inpatient or outpatient encounter.","","eHN Guideline HDR (v1.1): A.2.6","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter",1,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary","EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary","","","",1,1,"","","","Base {[]} {[]}
","Diagnostic summary. All problems/diagnoses that affect care during the inpatient case or are important to be recorded to ensure continuity of care.","The diagnostic summary differentiates, in accordance with the international recommendation, between problems treated during hospital stay and other (untreated) problems. Treated problems are problems that were the subject of diagnostics, therapy, nursing, or (continuous) monitoring during the hospitalisation. Furthermore problems could be divided into three categories: problems present on admission (POA), conditions acquired during hospital stay (HAC) and problems that cannot be classified as being of any of the two (N/A). The diagnostic summary contains all conditions as they were recognised at the end of hospitalisation, after all examinations. This section contains concise, well specified, codeable, summary of problems. Problems are ordered by importance (main problems first) during hospital stay. Description of the problem might be completed with additional details in the medical history section and/or in the Synthesis section.","","eHN Guideline HDR (v1.1): A.2.6.1","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary",1,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary.narrative","EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary.narrative","","","",0,1,"","","","string {[]} {[]}
","Problem description in narrative form.","Problem description in narrative form.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary.narrative",0,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary.problemDetails","EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary.problemDetails","","","",0,*,"","","","Base {[]} {[]}
","Problems that were treated or affected provisioning of care (diagnostics, therapy, nursing, monitoring) during the encounter. At least one problem should be marked as treated. Other problems are recorded only if they are important for continuity of care (after discharge).","Problems that were treated or affected provisioning of care (diagnostics, therapy, nursing, monitoring) during the encounter. At least one problem should be marked as treated. Other problems are recorded only if they are important for continuity of care (after discharge).","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary.problemDetails",0,*,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary.problemDetails.treatmentClass","EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary.problemDetails.treatmentClass","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Class of the problem (treated, other) in relation to the encounter.","Class of the problem (treated, other) in relation to the encounter.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary.problemDetails.treatmentClass",1,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary.problemDetails.problem","EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary.problemDetails.problem","","","",1,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSConditionCore {[]} {[]}
","Problem details include code that identifies problem, specification of the body structure, laterality, and other aspects of the problem.","Problem details include code that identifies problem, specification of the body structure, laterality, and other aspects of the problem.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.diagnosticSummary.problemDetails.problem",1,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.significantProcedures","EHDSDischargeReportCore.body.courseOfEncounter.significantProcedures","","","",0,1,"","","","Base {[]} {[]}
","Significant procedures section","Significant surgical and non-surgical procedures performed during encounter which are significant for continuity of care, e.g. surgeries and other instrumental interventions (endoscopic, intravascular), chemotherapy, radiotherapy, purification methods (dialysis, hemoperfusion), circulation support methods (counterpulsation, etc.), administration of blood derivatives or others. This section does not include purely diagnostic procedures (MRI, CT, etc.). If no significant performance has been performed, this fact must be explicitly stated using the IPS Absent and Unknown Data.","","eHN Guideline HDR (v1.1): A.2.6.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.significantProcedures",0,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.significantProcedures.narrative","EHDSDischargeReportCore.body.courseOfEncounter.significantProcedures.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.significantProcedures.narrative",0,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.significantProcedures.procedureEntry","EHDSDischargeReportCore.body.courseOfEncounter.significantProcedures.procedureEntry","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSProcedureCore {[]} {[]}
","Structured procedure entry.","Structured procedure entry.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.significantProcedures.procedureEntry",0,*,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.medicalDevicesAndImplants","EHDSDischargeReportCore.body.courseOfEncounter.medicalDevicesAndImplants","","","",1,1,"","","","Base {[]} {[]}
","Medical devices and implants section","Implants and used medical devices that affected or may affect the provision of health services (diagnosis and treatment). Also medical devices explanted, or its use was stopped during encounter. If the section is blank, the reason must be explicitly stated using the IPS Absent and Unknown Data coding system","","eHN Guideline HDR (v1.1): A.2.6.3","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.medicalDevicesAndImplants",1,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.medicalDevicesAndImplants.narrative","EHDSDischargeReportCore.body.courseOfEncounter.medicalDevicesAndImplants.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.medicalDevicesAndImplants.narrative",0,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.medicalDevicesAndImplants.medicalDevicesAndImplants","EHDSDischargeReportCore.body.courseOfEncounter.medicalDevicesAndImplants.medicalDevicesAndImplants","","","",1,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDeviceUseCore {[]} {[]}
","Medical devices and implants","Medical devices and implants","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.medicalDevicesAndImplants.medicalDevicesAndImplants",1,*,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.pharmacotherapy","EHDSDischargeReportCore.body.courseOfEncounter.pharmacotherapy","","","",0,1,"","","","Base {[]} {[]}
","Pharmacotherapy section","Selected drug treatment during encounter. Medicinal products that were administered during encounter and whose administration has already been discontinued before discharge. Only products which are important for continuity of care (antibiotics other than completely routine, corticosteroids in high doses, etc.) will be listed. Products which administration will continue after discharge will be also recorder in the Medication summary section. Medicinal products, the administration of which was started during encounter, but is also recommended after discharge, will be listed in the summary table in the recommendation section.","","eHN Guideline HDR (v1.1): A.2.6.5","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.pharmacotherapy",0,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.pharmacotherapy.narrative","EHDSDischargeReportCore.body.courseOfEncounter.pharmacotherapy.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.pharmacotherapy.narrative",0,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.pharmacotherapy.pharmacotherapy","EHDSDischargeReportCore.body.courseOfEncounter.pharmacotherapy.pharmacotherapy","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSMedicationStatementCore {[]} {[]}
","Pharmacotherapy structured entry.","Pharmacotherapy structured entry.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.pharmacotherapy.pharmacotherapy",0,*,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.significantObservationResults","EHDSDischargeReportCore.body.courseOfEncounter.significantObservationResults","","","",0,1,"","","","Base {[]} {[]}
","Significant Observation Results","Results of significant functional, diagnostic, and imaging examinations to ensure continuity of care, performed during encounter. Results of examinations ordered but not yet delivered should be presented separately from results already delivered.","","eHN Guideline HDR (v1.1): A.2.6.6","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.significantObservationResults",0,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.significantObservationResults.narrative","EHDSDischargeReportCore.body.courseOfEncounter.significantObservationResults.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.significantObservationResults.narrative",0,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.significantObservationResults.significantObservationResult[x]","EHDSDischargeReportCore.body.courseOfEncounter.significantObservationResults.significantObservationResult[x]","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservationCore {[]} {[]}
","Significant Observation Result","Structured significant observation entry.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.significantObservationResults.significantObservationResult[x]",0,*,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.synthesis","EHDSDischargeReportCore.body.courseOfEncounter.synthesis","","","",1,1,"","","","Base {[]} {[]}
","Synthesis","This section provides clinical synthesis (e.g. description of reasons and course of encounter) clustered by managed conditions, Clinical synthesis may include clinical reasoning (differential diagnostics, explanation of clinical context) in clinically complex conditions.","","eHN Guideline HDR (v1.1): A.2.6.7","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.synthesis",1,1,"",""
"EHDSDischargeReportCore.body.courseOfEncounter.synthesis.problemSynthesis","EHDSDischargeReportCore.body.courseOfEncounter.synthesis.problemSynthesis","","","",1,*,"","","","string {[]} {[]}
","Summary description of the reason and course of hospitalisation for a specific problem.","Summary description of the reason and course of hospitalisation for a specific problem.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.synthesis.problemSynthesis",1,*,"",""
